date,county,state,sid
2021/2/6,Crittenden,*,12020
2021/2/6,Cumberland,*,12021
2021/2/6,Daviess,*,12022
2021/2/6,Edmonson,*,12023
2021/2/6,Elliott,*,12024
2021/2/6,Estill,*,12025
2021/2/6,Fleming,*,12026
2021/2/6,Gallatin,*,12027
2021/2/6,Garrard,*,12028
2021/2/6,Grant,*,12029
2021/2/6,Graves,*,12030
2021/2/6,Grayson,*,12031
2021/2/6,Green,*,12032
2021/2/6,Greenup,*,12033
2021/2/6,Hardin,*,12034
2021/2/6,Harlan,*,12035
2021/2/6,Harrison,*,12036
2021/2/6,Henderson,*,12037
2021/2/6,Hickman,*,12038
2021/2/6,Hopkins,*,12039
2021/2/6,Jessamine,*,12040
2021/2/6,Kenton,*,12041
2021/2/6,Knott,*,12042
2021/2/6,Knox,*,12043
2021/2/6,Larue,*,12044
2021/2/6,Laurel,*,12045
2021/2/6,Leslie,*,12046
2021/2/6,Letcher,*,12047
2021/2/6,Lewis,*,12048
2021/2/6,Livingston,*,12049
2021/2/6,Logan,*,12050
2021/2/6,Lyon,*,12051
2021/2/6,Magoffin,*,12052
2021/2/6,Mason,*,12053
2021/2/6,McCracken,*,12054
2021/2/6,McCreary,*,12055
2021/2/6,McLean,*,12056
2021/2/6,Meade,*,12057
2021/2/6,Menifee,*,12058
2021/2/6,Mercer,*,12059
2021/2/6,Metcalfe,*,12060
2021/2/6,Muhlenberg,*,12061
2021/2/6,Nelson,*,12062
2021/2/6,Nicholas,*,12063
2021/2/6,Ohio,*,12064
2021/2/6,Oldham,*,12065
2021/2/6,Owen,*,12066
2021/2/6,Owsley,*,12067
2021/2/6,Pendleton,*,12068
2021/2/6,Powell,*,12069
2021/2/6,Robertson,*,12070
2021/2/6,Rockcastle,*,12071
2021/2/6,Rowan,*,12072
2021/2/6,Scott,*,12073
2021/2/6,Simpson,*,12074
2021/2/6,Spencer,*,12075
2021/2/6,Todd,*,12076
2021/2/6,Trigg,*,12077
2021/2/6,Trimble,*,12078
2021/2/6,Whitley,*,12079
2021/2/6,Wolfe,*,12080
2021/2/6,Woodford,*,12081
2021/2/6,Allegany,*,12082
2021/2/6,Anne Arundel,*,12083
2021/2/6,Baltimore,*,12084
2021/2/6,Baltimore city,*,12085
2021/2/6,Calvert,*,12086
2021/2/6,Caroline,*,12087
2021/2/6,Cecil,*,12088
2021/2/6,Charles,*,12089
2021/2/6,Dorchester,*,12090
2021/2/6,Frederick,*,12091
2021/2/6,Garrett,*,12092
2021/2/6,Harford,*,12093
2021/2/6,Howard,*,12094
2021/2/6,Prince Georges,*,12095
2021/2/6,Queen Annes,*,12096
2021/2/6,Somerset,*,12097
2021/2/6,St. Marys,*,12098
2021/2/6,Wicomico,*,12099
2021/2/6,Worcester,*,12100
2021/2/6,Adams,*,12101
2021/2/6,Alcorn,*,12102
2021/2/6,Amite,*,12103
2021/2/6,Attala,*,12104
2021/2/6,Benton,*,12105
2021/2/6,Bolivar,*,12106
2021/2/6,Chickasaw,*,12107
2021/2/6,Claiborne,*,12108
2021/2/6,Coahoma,*,12109
2021/2/6,Copiah,*,12110
2021/2/6,Forrest,*,12111
2021/2/6,George,*,12112
2021/2/6,Grenada,*,12113
2021/2/6,Hinds,*,12114
2021/2/6,Humphreys,*,12115
2021/2/6,Issaquena,*,12116
2021/2/6,Itawamba,*,12117
2021/2/6,Jefferson Davis,*,12118
2021/2/6,Kemper,*,12119
2021/2/6,Leake,*,12120
2021/2/6,Leflore,*,12121
2021/2/6,Neshoba,*,12122
2021/2/6,Noxubee,*,12123
2021/2/6,Oktibbeha,*,12124
2021/2/6,Panola,*,12125
2021/2/6,Pearl River,*,12126
2021/2/6,Pontotoc,*,12127
2021/2/6,Prentiss,*,12128
2021/2/6,Rankin,*,12129
2021/2/6,Sharkey,*,12130
2021/2/6,Smith,*,12131
2021/2/6,Stone,*,12132
2021/2/6,Sunflower,*,12133
2021/2/6,Tallahatchie,*,12134
2021/2/6,Tate,*,12135
2021/2/6,Tippah,*,12136
2021/2/6,Tishomingo,*,12137
2021/2/6,Tunica,*,12138
2021/2/6,Walthall,*,12139
2021/2/6,Yalobusha,*,12140
2021/2/6,Yazoo,*,12141
2021/2/6,Alamance,*,12142
2021/2/6,Alexander,*,12143
2021/2/6,Alleghany,*,12144
2021/2/6,Anson,*,12145
2021/2/6,Ashe,*,12146
2021/2/6,Avery,*,12147
2021/2/6,Beaufort,*,12148
2021/2/6,Bertie,*,12149
2021/2/6,Bladen,*,12150
2021/2/6,Brunswick,*,12151
2021/2/6,Buncombe,*,12152
2021/2/6,Cabarrus,*,12153
2021/2/6,Carteret,*,12154
2021/2/6,Caswell,*,12155
2021/2/6,Catawba,*,12156
2021/2/6,Chowan,*,12157
2021/2/6,Cleveland,*,12158
2021/2/6,Columbus,*,12159
2021/2/6,Craven,*,12160
2021/2/6,Currituck,*,12161
2021/2/6,Dare,*,12162
2021/2/6,Davidson,*,12163
2021/2/6,Davie,*,12164
2021/2/6,Duplin,*,12165
2021/2/6,Durham,*,12166
2021/2/6,Edgecombe,*,12167
2021/2/6,Gaston,*,12168
2021/2/6,Gates,*,12169
2021/2/6,Graham,*,12170
2021/2/6,Granville,*,12171
2021/2/6,Guilford,*,12172
2021/2/6,Halifax,*,12173
2021/2/6,Harnett,*,12174
2021/2/6,Haywood,*,12175
2021/2/6,Hertford,*,12176
2021/2/6,Hoke,*,12177
2021/2/6,Hyde,*,12178
2021/2/6,Iredell,*,12179
2021/2/6,Johnston,*,12180
2021/2/6,Lenoir,*,12181
2021/2/6,McDowell,*,12182
2021/2/6,Mecklenburg,*,12183
2021/2/6,Moore,*,12184
2021/2/6,Nash,*,12185
2021/2/6,New Hanover,*,12186
2021/2/6,Northampton,*,12187
2021/2/6,Onslow,*,12188
2021/2/6,Pamlico,*,12189
2021/2/6,Pasquotank,*,12190
2021/2/6,Pender,*,12191
2021/2/6,Perquimans,*,12192
2021/2/6,Person,*,12193
2021/2/6,Pitt,*,12194
2021/2/6,Robeson,*,12195
2021/2/6,Rockingham,*,12196
2021/2/6,Rutherford,*,12197
2021/2/6,Sampson,*,12198
2021/2/6,Scotland,*,12199
2021/2/6,Stanly,*,12200
2021/2/6,Stokes,*,12201
2021/2/6,Surry,*,12202
2021/2/6,Swain,*,12203
2021/2/6,Transylvania,*,12204
2021/2/6,Tyrrell,*,12205
2021/2/6,Vance,*,12206
2021/2/6,Wake,*,12207
2021/2/6,Watauga,*,12208
2021/2/6,Wilson,*,12209
2021/2/6,Yadkin,*,12210
2021/2/6,Yancey,*,12211
2021/2/6,Abbeville,*,12212
2021/2/6,Aiken,*,12213
2021/2/6,Allendale,*,12214
2021/2/6,Bamberg,*,12215
2021/2/6,Barnwell,*,12216
2021/2/6,Berkeley,*,12217
2021/2/6,Charleston,*,12218
2021/2/6,Chester,*,12219
2021/2/6,Chesterfield,*,12220
2021/2/6,Clarendon,*,12221
2021/2/6,Colleton,*,12222
2021/2/6,Darlington,*,12223
2021/2/6,Dillon,*,12224
2021/2/6,Edgefield,*,12225
2021/2/6,Fairfield,*,12226
2021/2/6,Florence,*,12227
2021/2/6,Georgetown,*,12228
2021/2/6,Greenville,*,12229
2021/2/6,Greenwood,*,12230
2021/2/6,Hampton,*,12231
2021/2/6,Horry,*,12232
2021/2/6,Kershaw,*,12233
2021/2/6,Lancaster,*,12234
2021/2/6,Lexington,*,12235
2021/2/6,Marlboro,*,12236
2021/2/6,McCormick,*,12237
2021/2/6,Newberry,*,12238
2021/2/6,Orangeburg,*,12239
2021/2/6,Richland,*,12240
2021/2/6,Saluda,*,12241
2021/2/6,Spartanburg,*,12242
2021/2/6,Williamsburg,*,12243
2021/2/6,York,*,12244
2021/2/6,Bedford,*,12245
2021/2/6,Bledsoe,*,12246
2021/2/6,Bradley,*,12247
2021/2/6,Cannon,*,12248
2021/2/6,Cheatham,*,12249
2021/2/6,Cocke,*,12250
2021/2/6,Crockett,*,12251
2021/2/6,Dickson,*,12252
2021/2/6,Dyer,*,12253
2021/2/6,Fentress,*,12254
2021/2/6,Gibson,*,12255
2021/2/6,Giles,*,12256
2021/2/6,Grainger,*,12257
2021/2/6,Grundy,*,12258
2021/2/6,Hamblen,*,12259
2021/2/6,Hardeman,*,12260
2021/2/6,Hawkins,*,12261
2021/2/6,Loudon,*,12262
2021/2/6,Maury,*,12263
2021/2/6,McMinn,*,12264
2021/2/6,McNairy,*,12265
2021/2/6,Meigs,*,12266
2021/2/6,Obion,*,12267
2021/2/6,Overton,*,12268
2021/2/6,Pickett,*,12269
2021/2/6,Rhea,*,12270
2021/2/6,Roane,*,12271
2021/2/6,Sequatchie,*,12272
2021/2/6,Sevier,*,12273
2021/2/6,Sullivan,*,12274
2021/2/6,Sumner,*,12275
2021/2/6,Tipton,*,12276
2021/2/6,Trousdale,*,12277
2021/2/6,Unicoi,*,12278
2021/2/6,Van Buren,*,12279
2021/2/6,Weakley,*,12280
2021/2/6,Williamson,*,12281
2021/2/6,Accomack,*,12282
2021/2/6,Albemarle,*,12283
2021/2/6,Alexandria city,*,12284
2021/2/6,Amelia,*,12285
2021/2/6,Amherst,*,12286
2021/2/6,Appomattox,*,12287
2021/2/6,Arlington,*,12288
2021/2/6,Augusta,*,12289
2021/2/6,Bland,*,12290
2021/2/6,Botetourt,*,12291
2021/2/6,Bristol city,*,12292
2021/2/6,Buchanan,*,12293
2021/2/6,Buckingham,*,12294
2021/2/6,Buena Vista city,*,12295
2021/2/6,Charles City,*,12296
2021/2/6,Charlottesville city,*,12297
2021/2/6,Chesapeake city,*,12298
2021/2/6,Colonial Heights city,*,12299
2021/2/6,Covington city,*,12300
2021/2/6,Craig,*,12301
2021/2/6,Culpeper,*,12302
2021/2/6,Danville city,*,12303
2021/2/6,Dickenson,*,12304
2021/2/6,Dinwiddie,*,12305
2021/2/6,Emporia city,*,12306
2021/2/6,Essex,*,12307
2021/2/6,Fairfax,*,12308
2021/2/6,Fairfax city,*,12309
2021/2/6,Falls Church city,*,12310
2021/2/6,Fauquier,*,12311
2021/2/6,Fluvanna,*,12312
2021/2/6,Franklin city,*,12313
2021/2/6,Fredericksburg city,*,12314
2021/2/6,Galax city,*,12315
2021/2/6,Gloucester,*,12316
2021/2/6,Goochland,*,12317
2021/2/6,Greensville,*,12318
2021/2/6,Hampton city,*,12319
2021/2/6,Hanover,*,12320
2021/2/6,Harrisonburg city,*,12321
2021/2/6,Henrico,*,12322
2021/2/6,Highland,*,12323
2021/2/6,Hopewell city,*,12324
2021/2/6,Isle of Wight,*,12325
2021/2/6,James City,*,12326
2021/2/6,King George,*,12327
2021/2/6,King William,*,12328
2021/2/6,King and Queen,*,12329
2021/2/6,Lexington city,*,12330
2021/2/6,Loudoun,*,12331
2021/2/6,Louisa,*,12332
2021/2/6,Lunenburg,*,12333
2021/2/6,Lynchburg city,*,12334
2021/2/6,Manassas Park city,*,12335
2021/2/6,Manassas city,*,12336
2021/2/6,Martinsville city,*,12337
2021/2/6,Mathews,*,12338
2021/2/6,Middlesex,*,12339
2021/2/6,New Kent,*,12340
2021/2/6,Newport News city,*,12341
2021/2/6,Norfolk city,*,12342
2021/2/6,Northumberland,*,12343
2021/2/6,Norton city,*,12344
2021/2/6,Nottoway,*,12345
2021/2/6,Page,*,12346
2021/2/6,Patrick,*,12347
2021/2/6,Petersburg city,*,12348
2021/2/6,Pittsylvania,*,12349
2021/2/6,Poquoson city,*,12350
2021/2/6,Portsmouth city,*,12351
2021/2/6,Powhatan,*,12352
2021/2/6,Prince Edward,*,12353
2021/2/6,Prince George,*,12354
2021/2/6,Prince William,*,12355
2021/2/6,Radford city,*,12356
2021/2/6,Rappahannock,*,12357
2021/2/6,Richmond city,*,12358
2021/2/6,Roanoke,*,12359
2021/2/6,Roanoke city,*,12360
2021/2/6,Rockbridge,*,12361
2021/2/6,Salem city,*,12362
2021/2/6,Shenandoah,*,12363
2021/2/6,Smyth,*,12364
2021/2/6,Southampton,*,12365
2021/2/6,Spotsylvania,*,12366
2021/2/6,Stafford,*,12367
2021/2/6,Staunton city,*,12368
2021/2/6,Suffolk city,*,12369
2021/2/6,Tazewell,*,12370
2021/2/6,Virginia Beach city,*,12371
2021/2/6,Waynesboro city,*,12372
2021/2/6,Westmoreland,*,12373
2021/2/6,Williamsburg city,*,12374
2021/2/6,Winchester city,*,12375
2021/2/6,Wise,*,12376
2021/2/6,Wythe,*,12377
2021/2/6,Braxton,*,12378
2021/2/6,Brooke,*,12379
2021/2/6,Cabell,*,12380
2021/2/6,Doddridge,*,12381
2021/2/6,Greenbrier,*,12382
2021/2/6,Hampshire,*,12383
2021/2/6,Hardy,*,12384
2021/2/6,Kanawha,*,12385
2021/2/6,Mineral,*,12386
2021/2/6,Mingo,*,12387
2021/2/6,Monongalia,*,12388
2021/2/6,Pleasants,*,12389
2021/2/6,Pocahontas,*,12390
2021/2/6,Preston,*,12391
2021/2/6,Raleigh,*,12392
2021/2/6,Ritchie,*,12393
2021/2/6,Summers,*,12394
2021/2/6,Tucker,*,12395
2021/2/6,Tyler,*,12396
2021/2/6,Upshur,*,12397
2021/2/6,Wetzel,*,12398
2021/2/6,Wirt,*,12399
2021/2/6,Wood,*,12400
2021/2/6,Wyoming,*,12401
2021/2/7,Autauga,*,12402
2021/2/7,Baldwin,*,12403
2021/2/7,Barbour,*,12404
2021/2/7,Bibb,*,12405
2021/2/7,Blount,*,12406
2021/2/7,Bullock,*,12407
2021/2/7,Butler,*,12408
2021/2/7,Calhoun,*,12409
2021/2/7,Chambers,*,12410
2021/2/7,Cherokee,*,12411
2021/2/7,Chilton,*,12412
2021/2/7,Choctaw,*,12413
2021/2/7,Clarke,*,12414
2021/2/7,Clay,*,12415
2021/2/7,Cleburne,*,12416
2021/2/7,Coffee,*,12417
2021/2/7,Colbert,*,12418
2021/2/7,Conecuh,*,12419
2021/2/7,Coosa,*,12420
2021/2/7,Covington,*,12421
2021/2/7,Crenshaw,*,12422
2021/2/7,Cullman,*,12423
2021/2/7,Dale,*,12424
2021/2/7,Dallas,*,12425
2021/2/7,DeKalb,*,12426
2021/2/7,Elmore,*,12427
2021/2/7,Escambia,*,12428
2021/2/7,Etowah,*,12429
2021/2/7,Fayette,*,12430
2021/2/7,Franklin,*,12431
2021/2/7,Geneva,*,12432
2021/2/7,Greene,*,12433
2021/2/7,Hale,*,12434
2021/2/7,Henry,*,12435
2021/2/7,Houston,*,12436
2021/2/7,Jackson,*,12437
2021/2/7,Jefferson,*,12438
2021/2/7,Lamar,*,12439
2021/2/7,Lauderdale,*,12440
2021/2/7,Lawrence,*,12441
2021/2/7,Lee,*,12442
2021/2/7,Limestone,*,12443
2021/2/7,Lowndes,*,12444
2021/2/7,Macon,*,12445
2021/2/7,Madison,*,12446
2021/2/7,Marengo,*,12447
2021/2/7,Marion,*,12448
2021/2/7,Marshall,*,12449
2021/2/7,Mobile,*,12450
2021/2/7,Monroe,*,12451
2021/2/7,Montgomery,*,12452
2021/2/7,Morgan,*,12453
2021/2/7,Perry,*,12454
2021/2/7,Pickens,*,12455
2021/2/7,Pike,*,12456
2021/2/7,Randolph,*,12457
2021/2/7,Russell,*,12458
2021/2/7,Shelby,*,12459
2021/2/7,St. Clair,*,12460
2021/2/7,Sumter,*,12461
2021/2/7,Talladega,*,12462
2021/2/7,Tallapoosa,*,12463
2021/2/7,Tuscaloosa,*,12464
2021/2/7,Walker,*,12465
2021/2/7,Washington,*,12466
2021/2/7,Wilcox,*,12467
2021/2/7,Winston,*,12468
2021/2/7,Kent,*,12469
2021/2/7,New Castle,*,12470
2021/2/7,Sussex,*,12471
2021/2/7,Unknown,*,12472
2021/2/7,Alachua,*,12473
2021/2/7,Baker,*,12474
2021/2/7,Bay,*,12475
2021/2/7,Bradford,*,12476
2021/2/7,Brevard,*,12477
2021/2/7,Broward,*,12478
2021/2/7,Charlotte,*,12479
2021/2/7,Citrus,*,12480
2021/2/7,Collier,*,12481
2021/2/7,Columbia,*,12482
2021/2/7,DeSoto,*,12483
2021/2/7,Dixie,*,12484
2021/2/7,Duval,*,12485
2021/2/7,Flagler,*,12486
2021/2/7,Gadsden,*,12487
2021/2/7,Gilchrist,*,12488
2021/2/7,Glades,*,12489
2021/2/7,Gulf,*,12490
2021/2/7,Hamilton,*,12491
2021/2/7,Hardee,*,12492
2021/2/7,Hendry,*,12493
2021/2/7,Hernando,*,12494
2021/2/7,Highlands,*,12495
2021/2/7,Hillsborough,*,12496
2021/2/7,Holmes,*,12497
2021/2/7,Indian River,*,12498
2021/2/7,Lafayette,*,12499
2021/2/7,Lake,*,12500
2021/2/7,Leon,*,12501
2021/2/7,Levy,*,12502
2021/2/7,Liberty,*,12503
2021/2/7,Manatee,*,12504
2021/2/7,Martin,*,12505
2021/2/7,Miami-Dade,*,12506
2021/2/7,Nassau,*,12507
2021/2/7,Okaloosa,*,12508
2021/2/7,Okeechobee,*,12509
2021/2/7,Orange,*,12510
2021/2/7,Osceola,*,12511
2021/2/7,Palm Beach,*,12512
2021/2/7,Pasco,*,12513
2021/2/7,Pinellas,*,12514
2021/2/7,Polk,*,12515
2021/2/7,Putnam,*,12516
2021/2/7,Santa Rosa,*,12517
2021/2/7,Sarasota,*,12518
2021/2/7,Seminole,*,12519
2021/2/7,St. Johns,*,12520
2021/2/7,St. Lucie,*,12521
2021/2/7,Suwannee,*,12522
2021/2/7,Taylor,*,12523
2021/2/7,Union,*,12524
2021/2/7,Volusia,*,12525
2021/2/7,Wakulla,*,12526
2021/2/7,Walton,*,12527
2021/2/7,Appling,*,12528
2021/2/7,Atkinson,*,12529
2021/2/7,Bacon,*,12530
2021/2/7,Banks,*,12531
2021/2/7,Barrow,*,12532
2021/2/7,Bartow,*,12533
2021/2/7,Ben Hill,*,12534
2021/2/7,Berrien,*,12535
2021/2/7,Bleckley,*,12536
2021/2/7,Brantley,*,12537
2021/2/7,Brooks,*,12538
2021/2/7,Bryan,*,12539
2021/2/7,Bulloch,*,12540
2021/2/7,Burke,*,12541
2021/2/7,Butts,*,12542
2021/2/7,Camden,*,12543
2021/2/7,Candler,*,12544
2021/2/7,Carroll,*,12545
2021/2/7,Catoosa,*,12546
2021/2/7,Charlton,*,12547
2021/2/7,Chatham,*,12548
2021/2/7,Chattahoochee,*,12549
2021/2/7,Chattooga,*,12550
2021/2/7,Clayton,*,12551
2021/2/7,Clinch,*,12552
2021/2/7,Cobb,*,12553
2021/2/7,Colquitt,*,12554
2021/2/7,Cook,*,12555
2021/2/7,Coweta,*,12556
2021/2/7,Crawford,*,12557
2021/2/7,Crisp,*,12558
2021/2/7,Dade,*,12559
2021/2/7,Dawson,*,12560
2021/2/7,Decatur,*,12561
2021/2/7,Dodge,*,12562
2021/2/7,Dooly,*,12563
2021/2/7,Dougherty,*,12564
2021/2/7,Douglas,*,12565
2021/2/7,Early,*,12566
2021/2/7,Echols,*,12567
2021/2/7,Effingham,*,12568
2021/2/7,Elbert,*,12569
2021/2/7,Emanuel,*,12570
2021/2/7,Evans,*,12571
2021/2/7,Fannin,*,12572
2021/2/7,Floyd,*,12573
2021/2/7,Forsyth,*,12574
2021/2/7,Fulton,*,12575
2021/2/7,Gilmer,*,12576
2021/2/7,Glascock,*,12577
2021/2/7,Glynn,*,12578
2021/2/7,Gordon,*,12579
2021/2/7,Grady,*,12580
2021/2/7,Gwinnett,*,12581
2021/2/7,Habersham,*,12582
2021/2/7,Hall,*,12583
2021/2/7,Hancock,*,12584
2021/2/7,Haralson,*,12585
2021/2/7,Harris,*,12586
2021/2/7,Hart,*,12587
2021/2/7,Heard,*,12588
2021/2/7,Irwin,*,12589
2021/2/7,Jasper,*,12590
2021/2/7,Jeff Davis,*,12591
2021/2/7,Jenkins,*,12592
2021/2/7,Johnson,*,12593
2021/2/7,Jones,*,12594
2021/2/7,Lanier,*,12595
2021/2/7,Laurens,*,12596
2021/2/7,Lincoln,*,12597
2021/2/7,Long,*,12598
2021/2/7,Lumpkin,*,12599
2021/2/7,McDuffie,*,12600
2021/2/7,McIntosh,*,12601
2021/2/7,Meriwether,*,12602
2021/2/7,Miller,*,12603
2021/2/7,Mitchell,*,12604
2021/2/7,Murray,*,12605
2021/2/7,Muscogee,*,12606
2021/2/7,Newton,*,12607
2021/2/7,Oconee,*,12608
2021/2/7,Oglethorpe,*,12609
2021/2/7,Paulding,*,12610
2021/2/7,Peach,*,12611
2021/2/7,Pierce,*,12612
2021/2/7,Pulaski,*,12613
2021/2/7,Quitman,*,12614
2021/2/7,Rabun,*,12615
2021/2/7,Richmond,*,12616
2021/2/7,Rockdale,*,12617
2021/2/7,Schley,*,12618
2021/2/7,Screven,*,12619
2021/2/7,Spalding,*,12620
2021/2/7,Stephens,*,12621
2021/2/7,Stewart,*,12622
2021/2/7,Talbot,*,12623
2021/2/7,Taliaferro,*,12624
2021/2/7,Tattnall,*,12625
2021/2/7,Telfair,*,12626
2021/2/7,Terrell,*,12627
2021/2/7,Thomas,*,12628
2021/2/7,Tift,*,12629
2021/2/7,Toombs,*,12630
2021/2/7,Towns,*,12631
2021/2/7,Treutlen,*,12632
2021/2/7,Troup,*,12633
2021/2/7,Turner,*,12634
2021/2/7,Twiggs,*,12635
2021/2/7,Upson,*,12636
2021/2/7,Ware,*,12637
2021/2/7,Warren,*,12638
2021/2/7,Wayne,*,12639
2021/2/7,Webster,*,12640
2021/2/7,Wheeler,*,12641
2021/2/7,White,*,12642
2021/2/7,Whitfield,*,12643
2021/2/7,Wilkes,*,12644
2021/2/7,Wilkinson,*,12645
2021/2/7,Worth,*,12646
2021/2/7,Adair,*,12647
2021/2/7,Allen,*,12648
2021/2/7,Anderson,*,12649
2021/2/7,Ballard,*,12650
2021/2/7,Barren,*,12651
2021/2/7,Bath,*,12652
2021/2/7,Bell,*,12653
2021/2/7,Boone,*,12654
2021/2/7,Bourbon,*,12655
2021/2/7,Boyd,*,12656
2021/2/7,Boyle,*,12657
2021/2/7,Bracken,*,12658
2021/2/7,Breathitt,*,12659
2021/2/7,Breckinridge,*,12660
2021/2/7,Bullitt,*,12661
2021/2/7,Caldwell,*,12662
2021/2/7,Calloway,*,12663
2021/2/7,Campbell,*,12664
2021/2/7,Carlisle,*,12665
2021/2/7,Carter,*,12666
2021/2/7,Casey,*,12667
2021/2/7,Christian,*,12668
2021/2/7,Clark,*,12669
2021/2/7,Clinton,*,12670
2021/2/7,Crittenden,*,12671
2021/2/7,Cumberland,*,12672
2021/2/7,Daviess,*,12673
2021/2/7,Edmonson,*,12674
2021/2/7,Elliott,*,12675
2021/2/7,Estill,*,12676
2021/2/7,Fleming,*,12677
2021/2/7,Gallatin,*,12678
2021/2/7,Garrard,*,12679
2021/2/7,Grant,*,12680
2021/2/7,Graves,*,12681
2021/2/7,Grayson,*,12682
2021/2/7,Green,*,12683
2021/2/7,Greenup,*,12684
2021/2/7,Hardin,*,12685
2021/2/7,Harlan,*,12686
2021/2/7,Harrison,*,12687
2021/2/7,Henderson,*,12688
2021/2/7,Hickman,*,12689
2021/2/7,Hopkins,*,12690
2021/2/7,Jessamine,*,12691
2021/2/7,Kenton,*,12692
2021/2/7,Knott,*,12693
2021/2/7,Knox,*,12694
2021/2/7,Larue,*,12695
2021/2/7,Laurel,*,12696
2021/2/7,Leslie,*,12697
2021/2/7,Letcher,*,12698
2021/2/7,Lewis,*,12699
2021/2/7,Livingston,*,12700
2021/2/7,Logan,*,12701
2021/2/7,Lyon,*,12702
2021/2/7,Magoffin,*,12703
2021/2/7,Mason,*,12704
2021/2/7,McCracken,*,12705
2021/2/7,McCreary,*,12706
2021/2/7,McLean,*,12707
2021/2/7,Meade,*,12708
2021/2/7,Menifee,*,12709
2021/2/7,Mercer,*,12710
2021/2/7,Metcalfe,*,12711
2021/2/7,Muhlenberg,*,12712
2021/2/7,Nelson,*,12713
2021/2/7,Nicholas,*,12714
2021/2/7,Ohio,*,12715
2021/2/7,Oldham,*,12716
2021/2/7,Owen,*,12717
2021/2/7,Owsley,*,12718
2021/2/7,Pendleton,*,12719
2021/2/7,Powell,*,12720
2021/2/7,Robertson,*,12721
2021/2/7,Rockcastle,*,12722
2021/2/7,Rowan,*,12723
2021/2/7,Scott,*,12724
2021/2/7,Simpson,*,12725
2021/2/7,Spencer,*,12726
2021/2/7,Todd,*,12727
2021/2/7,Trigg,*,12728
2021/2/7,Trimble,*,12729
2021/2/7,Whitley,*,12730
2021/2/7,Wolfe,*,12731
2021/2/7,Woodford,*,12732
2021/2/7,Allegany,*,12733
2021/2/7,Anne Arundel,*,12734
2021/2/7,Baltimore,*,12735
2021/2/7,Baltimore city,*,12736
2021/2/7,Calvert,*,12737
2021/2/7,Caroline,*,12738
2021/2/7,Cecil,*,12739
2021/2/7,Charles,*,12740
2021/2/7,Dorchester,*,12741
2021/2/7,Frederick,*,12742
2021/2/7,Garrett,*,12743
2021/2/7,Harford,*,12744
2021/2/7,Howard,*,12745
2021/2/7,Prince Georges,*,12746
2021/2/7,Queen Annes,*,12747
2021/2/7,Somerset,*,12748
2021/2/7,St. Marys,*,12749
2021/2/7,Wicomico,*,12750
2021/2/7,Worcester,*,12751
2021/2/7,Adams,*,12752
2021/2/7,Alcorn,*,12753
2021/2/7,Amite,*,12754
2021/2/7,Attala,*,12755
2021/2/7,Benton,*,12756
2021/2/7,Bolivar,*,12757
2021/2/7,Chickasaw,*,12758
2021/2/7,Claiborne,*,12759
2021/2/7,Coahoma,*,12760
2021/2/7,Copiah,*,12761
2021/2/7,Forrest,*,12762
2021/2/7,George,*,12763
2021/2/7,Grenada,*,12764
2021/2/7,Hinds,*,12765
2021/2/7,Humphreys,*,12766
2021/2/7,Issaquena,*,12767
2021/2/7,Itawamba,*,12768
2021/2/7,Jefferson Davis,*,12769
2021/2/7,Kemper,*,12770
2021/2/7,Leake,*,12771
2021/2/7,Leflore,*,12772
2021/2/7,Neshoba,*,12773
2021/2/7,Noxubee,*,12774
2021/2/7,Oktibbeha,*,12775
2021/2/7,Panola,*,12776
2021/2/7,Pearl River,*,12777
2021/2/7,Pontotoc,*,12778
2021/2/7,Prentiss,*,12779
2021/2/7,Rankin,*,12780
2021/2/7,Sharkey,*,12781
2021/2/7,Smith,*,12782
2021/2/7,Stone,*,12783
2021/2/7,Sunflower,*,12784
2021/2/7,Tallahatchie,*,12785
2021/2/7,Tate,*,12786
2021/2/7,Tippah,*,12787
2021/2/7,Tishomingo,*,12788
2021/2/7,Tunica,*,12789
2021/2/7,Walthall,*,12790
2021/2/7,Yalobusha,*,12791
2021/2/7,Yazoo,*,12792
2021/2/7,Alamance,*,12793
2021/2/7,Alexander,*,12794
2021/2/7,Alleghany,*,12795
2021/2/7,Anson,*,12796
2021/2/7,Ashe,*,12797
2021/2/7,Avery,*,12798
2021/2/7,Beaufort,*,12799
2021/2/7,Bertie,*,12800
2021/2/7,Bladen,*,12801
2021/2/7,Brunswick,*,12802
2021/2/7,Buncombe,*,12803
2021/2/7,Cabarrus,*,12804
2021/2/7,Carteret,*,12805
2021/2/7,Caswell,*,12806
2021/2/7,Catawba,*,12807
2021/2/7,Chowan,*,12808
2021/2/7,Cleveland,*,12809
2021/2/7,Columbus,*,12810
2021/2/7,Craven,*,12811
2021/2/7,Currituck,*,12812
2021/2/7,Dare,*,12813
2021/2/7,Davidson,*,12814
2021/2/7,Davie,*,12815
2021/2/7,Duplin,*,12816
2021/2/7,Durham,*,12817
2021/2/7,Edgecombe,*,12818
2021/2/7,Gaston,*,12819
2021/2/7,Gates,*,12820
2021/2/7,Graham,*,12821
2021/2/7,Granville,*,12822
2021/2/7,Guilford,*,12823
2021/2/7,Halifax,*,12824
2021/2/7,Harnett,*,12825
2021/2/7,Haywood,*,12826
2021/2/7,Hertford,*,12827
2021/2/7,Hoke,*,12828
2021/2/7,Hyde,*,12829
