date,county,state,cases,deaths,cid
2021/1/22,Jessamine,Kentucky,3385,48,2267
2021/1/22,Johnson,Kentucky,1461,16,2268
2021/1/22,Kenton,Kentucky,12412,91,2269
2021/1/22,Knott,Kentucky,865,14,2270
2021/1/22,Knox,Kentucky,2383,10,2271
2021/1/22,Larue,Kentucky,990,6,2272
2021/1/22,Laurel,Kentucky,4855,17,2273
2021/1/22,Lawrence,Kentucky,1024,8,2274
2021/1/22,Lee,Kentucky,1119,18,2275
2021/1/22,Leslie,Kentucky,647,2,2276
2021/1/22,Letcher,Kentucky,1409,6,2277
2021/1/22,Lewis,Kentucky,948,29,2278
2021/1/22,Lincoln,Kentucky,1781,29,2279
2021/1/22,Livingston,Kentucky,599,15,2280
2021/1/22,Logan,Kentucky,2077,44,2281
2021/1/22,Lyon,Kentucky,394,11,2282
2021/1/22,Madison,Kentucky,7183,48,2283
2021/1/22,Magoffin,Kentucky,787,1,2284
2021/1/22,Marion,Kentucky,1798,20,2285
2021/1/22,Marshall,Kentucky,2069,32,2286
2021/1/22,Martin,Kentucky,800,11,2287
2021/1/22,Mason,Kentucky,1161,24,2288
2021/1/22,McCracken,Kentucky,5041,48,2289
2021/1/22,McCreary,Kentucky,1410,18,2290
2021/1/22,McLean,Kentucky,715,24,2291
2021/1/22,Meade,Kentucky,1525,5,2292
2021/1/22,Menifee,Kentucky,285,3,2293
2021/1/22,Mercer,Kentucky,2026,11,2294
2021/1/22,Metcalfe,Kentucky,727,12,2295
2021/1/22,Monroe,Kentucky,1111,33,2296
2021/1/22,Montgomery,Kentucky,1874,16,2297
2021/1/22,Morgan,Kentucky,1741,0,2298
2021/1/22,Muhlenberg,Kentucky,2444,49,2299
2021/1/22,Nelson,Kentucky,3775,23,2300
2021/1/22,Nicholas,Kentucky,400,5,2301
2021/1/22,Ohio,Kentucky,2011,37,2302
2021/1/22,Oldham,Kentucky,6075,63,2303
2021/1/22,Owen,Kentucky,521,7,2304
2021/1/22,Owsley,Kentucky,362,10,2305
2021/1/22,Pendleton,Kentucky,782,1,2306
2021/1/22,Perry,Kentucky,1905,23,2307
2021/1/22,Pike,Kentucky,4106,38,2308
2021/1/22,Powell,Kentucky,836,0,2309
2021/1/22,Pulaski,Kentucky,4915,73,2310
2021/1/22,Robertson,Kentucky,167,9,2311
2021/1/22,Rockcastle,Kentucky,1140,12,2312
2021/1/22,Rowan,Kentucky,1625,5,2313
2021/1/22,Russell,Kentucky,1367,36,2314
2021/1/22,Scott,Kentucky,3254,24,2315
2021/1/22,Shelby,Kentucky,3675,31,2316
2021/1/22,Simpson,Kentucky,1451,17,2317
2021/1/22,Spencer,Kentucky,1230,5,2318
2021/1/22,Taylor,Kentucky,2169,28,2319
2021/1/22,Todd,Kentucky,901,17,2320
2021/1/22,Trigg,Kentucky,893,6,2321
2021/1/22,Trimble,Kentucky,495,3,2322
2021/1/22,Union,Kentucky,1137,10,2323
2021/1/22,Warren,Kentucky,12750,95,2324
2021/1/22,Washington,Kentucky,1079,16,2325
2021/1/22,Wayne,Kentucky,1854,35,2326
2021/1/22,Webster,Kentucky,997,15,2327
2021/1/22,Whitley,Kentucky,3448,14,2328
2021/1/22,Wolfe,Kentucky,368,4,2329
2021/1/22,Woodford,Kentucky,1645,4,2330
2021/1/22,Allegany,Maryland,6016,174,2331
2021/1/22,Anne Arundel,Maryland,31140,439,2332
2021/1/22,Baltimore,Maryland,45229,1092,2333
2021/1/22,Baltimore city,Maryland,36474,785,2334
2021/1/22,Calvert,Maryland,3178,54,2335
2021/1/22,Caroline,Maryland,1735,14,2336
2021/1/22,Carroll,Maryland,6538,186,2337
2021/1/22,Cecil,Maryland,4555,101,2338
2021/1/22,Charles,Maryland,7471,140,2339
2021/1/22,Dorchester,Maryland,1908,27,2340
2021/1/22,Frederick,Maryland,14825,233,2341
2021/1/22,Garrett,Maryland,1751,57,2342
2021/1/22,Harford,Maryland,10653,195,2343
2021/1/22,Howard,Maryland,13866,197,2344
2021/1/22,Kent,Maryland,984,30,2345
2021/1/22,Montgomery,Maryland,55995,1264,2346
2021/1/22,Prince Georges,Maryland,64830,1196,2347
2021/1/22,Queen Annes,Maryland,2258,33,2348
2021/1/22,Somerset,Maryland,2140,27,2349
2021/1/22,St. Marys,Maryland,4303,99,2350
2021/1/22,Talbot,Maryland,1568,16,2351
2021/1/22,Unknown,Maryland,0,47,2352
2021/1/22,Washington,Maryland,10872,203,2353
2021/1/22,Wicomico,Maryland,5922,113,2354
2021/1/22,Worcester,Maryland,2918,70,2355
2021/1/22,Adams,Mississippi,2123,70,2356
2021/1/22,Alcorn,Mississippi,2707,54,2357
2021/1/22,Amite,Mississippi,1008,26,2358
2021/1/22,Attala,Mississippi,1964,61,2359
2021/1/22,Benton,Mississippi,848,23,2360
2021/1/22,Bolivar,Mississippi,4087,109,2361
2021/1/22,Calhoun,Mississippi,1399,22,2362
2021/1/22,Carroll,Mississippi,1064,22,2363
2021/1/22,Chickasaw,Mississippi,1884,44,2364
2021/1/22,Choctaw,Mississippi,625,13,2365
2021/1/22,Claiborne,Mississippi,878,25,2366
2021/1/22,Clarke,Mississippi,1447,62,2367
2021/1/22,Clay,Mississippi,1642,37,2368
2021/1/22,Coahoma,Mississippi,2459,54,2369
2021/1/22,Copiah,Mississippi,2476,49,2370
2021/1/22,Covington,Mississippi,2190,72,2371
2021/1/22,DeSoto,Mississippi,17561,191,2372
2021/1/22,Forrest,Mississippi,6135,122,2373
2021/1/22,Franklin,Mississippi,696,17,2374
2021/1/22,George,Mississippi,2035,39,2375
2021/1/22,Greene,Mississippi,1129,29,2376
2021/1/22,Grenada,Mississippi,2224,71,2377
2021/1/22,Hancock,Mississippi,2884,61,2378
2021/1/22,Harrison,Mississippi,14050,202,2379
2021/1/22,Hinds,Mississippi,16687,329,2380
2021/1/22,Holmes,Mississippi,1713,68,2381
2021/1/22,Humphreys,Mississippi,842,24,2382
2021/1/22,Issaquena,Mississippi,160,6,2383
2021/1/22,Itawamba,Mississippi,2666,62,2384
2021/1/22,Jackson,Mississippi,10729,188,2385
2021/1/22,Jasper,Mississippi,1778,38,2386
2021/1/22,Jefferson,Mississippi,565,20,2387
2021/1/22,Jefferson Davis,Mississippi,877,27,2388
2021/1/22,Jones,Mississippi,6607,114,2389
2021/1/22,Kemper,Mississippi,800,20,2390
2021/1/22,Lafayette,Mississippi,5117,94,2391
2021/1/22,Lamar,Mississippi,4998,65,2392
2021/1/22,Lauderdale,Mississippi,6067,192,2393
2021/1/22,Lawrence,Mississippi,1056,17,2394
2021/1/22,Leake,Mississippi,2361,67,2395
2021/1/22,Lee,Mississippi,9014,143,2396
2021/1/22,Leflore,Mississippi,3090,109,2397
2021/1/22,Lincoln,Mississippi,3042,87,2398
2021/1/22,Lowndes,Mississippi,5490,120,2399
2021/1/22,Madison,Mississippi,8495,168,2400
2021/1/22,Marion,Mississippi,2202,73,2401
2021/1/22,Marshall,Mississippi,3520,69,2402
2021/1/22,Monroe,Mississippi,3651,106,2403
2021/1/22,Montgomery,Mississippi,1112,36,2404
2021/1/22,Neshoba,Mississippi,3464,154,2405
2021/1/22,Newton,Mississippi,1973,46,2406
2021/1/22,Noxubee,Mississippi,1122,25,2407
2021/1/22,Oktibbeha,Mississippi,4035,81,2408
2021/1/22,Panola,Mississippi,3809,81,2409
2021/1/22,Pearl River,Mississippi,3422,105,2410
2021/1/22,Perry,Mississippi,1040,31,2411
2021/1/22,Pike,Mississippi,2681,80,2412
2021/1/22,Pontotoc,Mississippi,3747,57,2413
2021/1/22,Prentiss,Mississippi,2511,53,2414
2021/1/22,Quitman,Mississippi,704,9,2415
2021/1/22,Rankin,Mississippi,11102,217,2416
2021/1/22,Scott,Mississippi,2560,48,2417
2021/1/22,Sharkey,Mississippi,448,17,2418
2021/1/22,Simpson,Mississippi,2414,71,2419
2021/1/22,Smith,Mississippi,1277,25,2420
2021/1/22,Stone,Mississippi,1495,25,2421
2021/1/22,Sunflower,Mississippi,2903,73,2422
2021/1/22,Tallahatchie,Mississippi,1556,35,2423
2021/1/22,Tate,Mississippi,2790,62,2424
2021/1/22,Tippah,Mississippi,2475,50,2425
2021/1/22,Tishomingo,Mississippi,1938,61,2426
2021/1/22,Tunica,Mississippi,882,21,2427
2021/1/22,Union,Mississippi,3532,63,2428
2021/1/22,Walthall,Mississippi,1140,37,2429
2021/1/22,Warren,Mississippi,3649,103,2430
2021/1/22,Washington,Mississippi,4904,125,2431
2021/1/22,Wayne,Mississippi,2084,32,2432
2021/1/22,Webster,Mississippi,954,24,2433
2021/1/22,Wilkinson,Mississippi,596,25,2434
2021/1/22,Winston,Mississippi,2058,70,2435
2021/1/22,Yalobusha,Mississippi,1211,34,2436
2021/1/22,Yazoo,Mississippi,2537,56,2437
2021/1/22,Alamance,North Carolina,13083,170,2438
2021/1/22,Alexander,North Carolina,3334,54,2439
2021/1/22,Alleghany,North Carolina,798,3,2440
2021/1/22,Anson,North Carolina,1891,40,2441
2021/1/22,Ashe,North Carolina,1616,28,2442
2021/1/22,Avery,North Carolina,1628,16,2443
2021/1/22,Beaufort,North Carolina,3550,61,2444
2021/1/22,Bertie,North Carolina,1457,27,2445
2021/1/22,Bladen,North Carolina,2417,30,2446
2021/1/22,Brunswick,North Carolina,5992,86,2447
2021/1/22,Buncombe,North Carolina,12422,254,2448
2021/1/22,Burke,North Carolina,7960,99,2449
2021/1/22,Cabarrus,North Carolina,14936,182,2450
2021/1/22,Caldwell,North Carolina,7469,33,2451
2021/1/22,Camden,North Carolina,434,5,2452
2021/1/22,Carteret,North Carolina,3573,19,2453
2021/1/22,Caswell,North Carolina,1602,11,2454
2021/1/22,Catawba,North Carolina,14580,218,2455
2021/1/22,Chatham,North Carolina,3494,69,2456
2021/1/22,Cherokee,North Carolina,1735,16,2457
2021/1/22,Chowan,North Carolina,1091,20,2458
2021/1/22,Clay,North Carolina,552,5,2459
2021/1/22,Cleveland,North Carolina,8852,175,2460
2021/1/22,Columbus,North Carolina,4750,105,2461
2021/1/22,Craven,North Carolina,6673,93,2462
2021/1/22,Cumberland,North Carolina,18443,164,2463
2021/1/22,Currituck,North Carolina,992,13,2464
2021/1/22,Dare,North Carolina,1555,6,2465
2021/1/22,Davidson,North Carolina,11967,111,2466
2021/1/22,Davie,North Carolina,2799,17,2467
2021/1/22,Duplin,North Carolina,5048,86,2468
2021/1/22,Durham,North Carolina,18528,179,2469
2021/1/22,Edgecombe,North Carolina,3825,88,2470
2021/1/22,Forsyth,North Carolina,26007,265,2471
2021/1/22,Franklin,North Carolina,4308,40,2472
2021/1/22,Gaston,North Carolina,20217,295,2473
2021/1/22,Gates,North Carolina,499,12,2474
2021/1/22,Graham,North Carolina,510,12,2475
2021/1/22,Granville,North Carolina,4458,71,2476
2021/1/22,Greene,North Carolina,1810,34,2477
2021/1/22,Guilford,North Carolina,32386,366,2478
2021/1/22,Halifax,North Carolina,3971,70,2479
2021/1/22,Harnett,North Carolina,7704,107,2480
2021/1/22,Haywood,North Carolina,3073,76,2481
2021/1/22,Henderson,North Carolina,7160,100,2482
2021/1/22,Hertford,North Carolina,1704,53,2483
2021/1/22,Hoke,North Carolina,3462,37,2484
2021/1/22,Hyde,North Carolina,566,6,2485
2021/1/22,Iredell,North Carolina,12943,141,2486
2021/1/22,Jackson,North Carolina,2840,20,2487
2021/1/22,Johnston,North Carolina,14936,146,2488
2021/1/22,Jones,North Carolina,536,16,2489
2021/1/22,Lee,North Carolina,4538,46,2490
2021/1/22,Lenoir,North Carolina,4330,89,2491
2021/1/22,Lincoln,North Carolina,7324,43,2492
2021/1/22,Macon,North Carolina,2080,12,2493
2021/1/22,Madison,North Carolina,1101,24,2494
2021/1/22,Martin,North Carolina,1786,27,2495
2021/1/22,McDowell,North Carolina,4077,46,2496
2021/1/22,Mecklenburg,North Carolina,80555,726,2497
2021/1/22,Mitchell,North Carolina,999,10,2498
2021/1/22,Montgomery,North Carolina,2556,55,2499
2021/1/22,Moore,North Carolina,6524,80,2500
2021/1/22,Nash,North Carolina,7436,134,2501
2021/1/22,New Hanover,North Carolina,12564,103,2502
2021/1/22,Northampton,North Carolina,1401,27,2503
2021/1/22,Onslow,North Carolina,11854,94,2504
2021/1/22,Orange,North Carolina,6282,76,2505
2021/1/22,Pamlico,North Carolina,691,6,2506
2021/1/22,Pasquotank,North Carolina,2483,66,2507
2021/1/22,Pender,North Carolina,3832,39,2508
2021/1/22,Perquimans,North Carolina,706,5,2509
2021/1/22,Person,North Carolina,2283,44,2510
2021/1/22,Pitt,North Carolina,14457,69,2511
2021/1/22,Polk,North Carolina,1101,16,2512
2021/1/22,Randolph,North Carolina,10508,163,2513
2021/1/22,Richmond,North Carolina,3432,64,2514
2021/1/22,Robeson,North Carolina,12494,170,2515
2021/1/22,Rockingham,North Carolina,5900,34,2516
2021/1/22,Rowan,North Carolina,12074,231,2517
2021/1/22,Rutherford,North Carolina,5869,156,2518
2021/1/22,Sampson,North Carolina,5862,76,2519
2021/1/22,Scotland,North Carolina,3041,63,2520
2021/1/22,Stanly,North Carolina,5668,92,2521
2021/1/22,Stokes,North Carolina,2865,51,2522
2021/1/22,Surry,North Carolina,5918,101,2523
2021/1/22,Swain,North Carolina,1002,8,2524
2021/1/22,Transylvania,North Carolina,1450,13,2525
2021/1/22,Tyrrell,North Carolina,225,6,2526
2021/1/22,Union,North Carolina,17022,139,2527
2021/1/22,Vance,North Carolina,3437,74,2528
2021/1/22,Wake,North Carolina,62731,401,2529
2021/1/22,Warren,North Carolina,1337,13,2530
2021/1/22,Washington,North Carolina,693,21,2531
2021/1/22,Watauga,North Carolina,3183,23,2532
2021/1/22,Wayne,North Carolina,8737,174,2533
2021/1/22,Wilkes,North Carolina,5014,86,2534
2021/1/22,Wilson,North Carolina,7013,123,2535
2021/1/22,Yadkin,North Carolina,3108,33,2536
2021/1/22,Yancey,North Carolina,1252,9,2537
2021/1/22,Abbeville,South Carolina,1635,28,2538
2021/1/22,Aiken,South Carolina,11704,162,2539
2021/1/22,Allendale,South Carolina,650,12,2540
2021/1/22,Anderson,South Carolina,16141,334,2541
2021/1/22,Bamberg,South Carolina,1163,43,2542
2021/1/22,Barnwell,South Carolina,1919,39,2543
2021/1/22,Beaufort,South Carolina,12479,130,2544
2021/1/22,Berkeley,South Carolina,11706,127,2545
2021/1/22,Calhoun,South Carolina,1041,26,2546
2021/1/22,Charleston,South Carolina,30328,358,2547
2021/1/22,Cherokee,South Carolina,4192,97,2548
2021/1/22,Chester,South Carolina,2965,48,2549
2021/1/22,Chesterfield,South Carolina,3084,71,2550
2021/1/22,Clarendon,South Carolina,2345,82,2551
2021/1/22,Colleton,South Carolina,2604,68,2552
2021/1/22,Darlington,South Carolina,6323,116,2553
2021/1/22,Dillon,South Carolina,3305,67,2554
2021/1/22,Dorchester,South Carolina,11533,138,2555
2021/1/22,Edgefield,South Carolina,2064,27,2556
2021/1/22,Fairfield,South Carolina,1760,59,2557
2021/1/22,Florence,South Carolina,14211,329,2558
2021/1/22,Georgetown,South Carolina,5183,107,2559
2021/1/22,Greenville,South Carolina,51794,637,2560
2021/1/22,Greenwood,South Carolina,5669,113,2561
2021/1/22,Hampton,South Carolina,1385,38,2562
2021/1/22,Horry,South Carolina,26879,396,2563
2021/1/22,Jasper,South Carolina,1762,31,2564
2021/1/22,Kershaw,South Carolina,5085,87,2565
2021/1/22,Lancaster,South Carolina,7160,106,2566
2021/1/22,Laurens,South Carolina,5024,108,2567
2021/1/22,Lee,South Carolina,1503,47,2568
2021/1/22,Lexington,South Carolina,22809,328,2569
2021/1/22,Marion,South Carolina,2746,83,2570
2021/1/22,Marlboro,South Carolina,2441,40,2571
2021/1/22,McCormick,South Carolina,635,11,2572
2021/1/22,Newberry,South Carolina,3571,78,2573
2021/1/22,Oconee,South Carolina,6951,83,2574
2021/1/22,Orangeburg,South Carolina,6916,172,2575
2021/1/22,Pickens,South Carolina,13827,192,2576
2021/1/22,Richland,South Carolina,33030,392,2577
2021/1/22,Saluda,South Carolina,1217,31,2578
2021/1/22,Spartanburg,South Carolina,27475,498,2579
2021/1/22,Sumter,South Carolina,7307,133,2580
2021/1/22,Union,South Carolina,2055,54,2581
2021/1/22,Williamsburg,South Carolina,3052,71,2582
2021/1/22,York,South Carolina,20560,207,2583
2021/1/22,Anderson,Tennessee,6947,114,2584
2021/1/22,Bedford,Tennessee,5403,91,2585
2021/1/22,Benton,Tennessee,1334,35,2586
2021/1/22,Bledsoe,Tennessee,1770,11,2587
2021/1/22,Blount,Tennessee,12267,132,2588
2021/1/22,Bradley,Tennessee,11088,95,2589
2021/1/22,Campbell,Tennessee,3349,40,2590
2021/1/22,Cannon,Tennessee,1603,20,2591
2021/1/22,Carroll,Tennessee,3158,60,2592
2021/1/22,Carter,Tennessee,5171,115,2593
2021/1/22,Cheatham,Tennessee,3473,31,2594
2021/1/22,Chester,Tennessee,1774,39,2595
2021/1/22,Claiborne,Tennessee,2249,32,2596
2021/1/22,Clay,Tennessee,954,26,2597
2021/1/22,Cocke,Tennessee,3527,58,2598
2021/1/22,Coffee,Tennessee,5732,82,2599
2021/1/22,Crockett,Tennessee,1824,38,2600
2021/1/22,Cumberland,Tennessee,5505,76,2601
2021/1/22,Davidson,Tennessee,81561,688,2602
2021/1/22,DeKalb,Tennessee,2463,42,2603
2021/1/22,Decatur,Tennessee,1486,28,2604
2021/1/22,Dickson,Tennessee,5526,82,2605
2021/1/22,Dyer,Tennessee,4833,86,2606
2021/1/22,Fayette,Tennessee,4087,51,2607
2021/1/22,Fentress,Tennessee,2157,34,2608
2021/1/22,Franklin,Tennessee,4200,65,2609
2021/1/22,Gibson,Tennessee,5733,114,2610
2021/1/22,Giles,Tennessee,3305,74,2611
2021/1/22,Grainger,Tennessee,2143,39,2612
2021/1/22,Greene,Tennessee,6719,115,2613
2021/1/22,Grundy,Tennessee,1426,22,2614
2021/1/22,Hamblen,Tennessee,7172,117,2615
2021/1/22,Hamilton,Tennessee,36834,337,2616
2021/1/22,Hancock,Tennessee,417,7,2617
2021/1/22,Hardeman,Tennessee,3140,54,2618
2021/1/22,Hardin,Tennessee,3042,50,2619
2021/1/22,Hawkins,Tennessee,4552,72,2620
2021/1/22,Haywood,Tennessee,2437,47,2621
2021/1/22,Henderson,Tennessee,3365,59,2622
2021/1/22,Henry,Tennessee,2669,58,2623
2021/1/22,Hickman,Tennessee,2278,35,2624
2021/1/22,Houston,Tennessee,946,24,2625
2021/1/22,Humphreys,Tennessee,1367,17,2626
2021/1/22,Jackson,Tennessee,1057,23,2627
2021/1/22,Jefferson,Tennessee,4901,78,2628
2021/1/22,Johnson,Tennessee,2046,34,2629
2021/1/22,Knox,Tennessee,40978,432,2630
2021/1/22,Lake,Tennessee,1578,21,2631
2021/1/22,Lauderdale,Tennessee,2969,33,2632
2021/1/22,Lawrence,Tennessee,5188,69,2633
2021/1/22,Lewis,Tennessee,1301,21,2634
2021/1/22,Lincoln,Tennessee,3855,46,2635
2021/1/22,Loudon,Tennessee,5035,50,2636
2021/1/22,Macon,Tennessee,2932,51,2637
2021/1/22,Madison,Tennessee,9273,183,2638
2021/1/22,Marion,Tennessee,2339,32,2639
2021/1/22,Marshall,Tennessee,3533,38,2640
2021/1/22,Maury,Tennessee,11179,128,2641
2021/1/22,McMinn,Tennessee,5167,74,2642
2021/1/22,McNairy,Tennessee,2454,42,2643
2021/1/22,Meigs,Tennessee,1176,16,2644
2021/1/22,Monroe,Tennessee,4670,63,2645
2021/1/22,Montgomery,Tennessee,14979,149,2646
2021/1/22,Moore,Tennessee,829,9,2647
2021/1/22,Morgan,Tennessee,1939,16,2648
2021/1/22,Obion,Tennessee,4045,82,2649
2021/1/22,Overton,Tennessee,2588,46,2650
2021/1/22,Perry,Tennessee,958,25,2651
2021/1/22,Pickett,Tennessee,690,20,2652
2021/1/22,Polk,Tennessee,1478,17,2653
2021/1/22,Putnam,Tennessee,10116,151,2654
2021/1/22,Rhea,Tennessee,3884,57,2655
2021/1/22,Roane,Tennessee,5300,81,2656
2021/1/22,Robertson,Tennessee,7826,87,2657
2021/1/22,Rutherford,Tennessee,33860,294,2658
2021/1/22,Scott,Tennessee,2288,32,2659
2021/1/22,Sequatchie,Tennessee,1403,19,2660
2021/1/22,Sevier,Tennessee,10704,120,2661
2021/1/22,Shelby,Tennessee,79925,1182,2662
2021/1/22,Smith,Tennessee,2342,30,2663
2021/1/22,Stewart,Tennessee,1096,20,2664
2021/1/22,Sullivan,Tennessee,12893,218,2665
2021/1/22,Sumner,Tennessee,18644,232,2666
2021/1/22,Tipton,Tennessee,6329,69,2667
2021/1/22,Trousdale,Tennessee,2303,15,2668
2021/1/22,Unicoi,Tennessee,1695,45,2669
2021/1/22,Union,Tennessee,1432,25,2670
2021/1/22,Unknown,Tennessee,12899,120,2671
2021/1/22,Van Buren,Tennessee,673,7,2672
2021/1/22,Warren,Tennessee,5044,54,2673
2021/1/22,Washington,Tennessee,12102,203,2674
2021/1/22,Wayne,Tennessee,2674,24,2675
2021/1/22,Weakley,Tennessee,3442,48,2676
2021/1/22,White,Tennessee,3151,44,2677
2021/1/22,Williamson,Tennessee,21906,144,2678
2021/1/22,Wilson,Tennessee,14728,164,2679
2021/1/22,Accomack,Virginia,2206,31,2680
2021/1/22,Albemarle,Virginia,3666,35,2681
2021/1/22,Alexandria city,Virginia,8975,99,2682
2021/1/22,Alleghany,Virginia,1047,29,2683
2021/1/22,Amelia,Virginia,575,8,2684
2021/1/22,Amherst,Virginia,2156,10,2685
2021/1/22,Appomattox,Virginia,1129,8,2686
2021/1/22,Arlington,Virginia,11006,196,2687
2021/1/22,Augusta,Virginia,4527,43,2688
2021/1/22,Bath,Virginia,236,0,2689
2021/1/22,Bedford,Virginia,4679,36,2690
2021/1/22,Bland,Virginia,589,7,2691
2021/1/22,Botetourt,Virginia,1734,20,2692
2021/1/22,Bristol city,Virginia,1142,22,2693
2021/1/22,Brunswick,Virginia,1042,8,2694
2021/1/22,Buchanan,Virginia,1012,26,2695
2021/1/22,Buckingham,Virginia,1717,15,2696
2021/1/22,Buena Vista city,Virginia,672,9,2697
2021/1/22,Campbell,Virginia,3258,29,2698
2021/1/22,Caroline,Virginia,1415,12,2699
2021/1/22,Carroll,Virginia,1894,55,2700
2021/1/22,Charles City,Virginia,316,9,2701
2021/1/22,Charlotte,Virginia,555,10,2702
2021/1/22,Charlottesville city,Virginia,2628,37,2703
2021/1/22,Chesapeake city,Virginia,14015,120,2704
2021/1/22,Chesterfield,Virginia,17408,195,2705
2021/1/22,Clarke,Virginia,569,8,2706
2021/1/22,Colonial Heights city,Virginia,924,30,2707
2021/1/22,Covington city,Virginia,540,4,2708
2021/1/22,Craig,Virginia,199,3,2709
2021/1/22,Culpeper,Virginia,3558,32,2710
2021/1/22,Cumberland,Virginia,293,4,2711
2021/1/22,Danville city,Virginia,3224,64,2712
2021/1/22,Dickenson,Virginia,797,13,2713
2021/1/22,Dinwiddie,Virginia,1312,18,2714
2021/1/22,Emporia city,Virginia,534,31,2715
2021/1/22,Essex,Virginia,496,3,2716
2021/1/22,Fairfax,Virginia,55846,749,2717
2021/1/22,Fairfax city,Virginia,382,10,2718
2021/1/22,Falls Church city,Virginia,256,6,2719
2021/1/22,Fauquier,Virginia,3208,31,2720
2021/1/22,Floyd,Virginia,651,18,2721
2021/1/22,Fluvanna,Virginia,1040,11,2722
2021/1/22,Franklin,Virginia,3102,31,2723
2021/1/22,Franklin city,Virginia,795,20,2724
2021/1/22,Frederick,Virginia,5195,40,2725
2021/1/22,Fredericksburg city,Virginia,1364,14,2726
2021/1/22,Galax city,Virginia,943,38,2727
2021/1/22,Giles,Virginia,877,6,2728
2021/1/22,Gloucester,Virginia,1318,19,2729
2021/1/22,Goochland,Virginia,930,7,2730
2021/1/22,Grayson,Virginia,998,26,2731
2021/1/22,Greene,Virginia,758,4,2732
2021/1/22,Greensville,Virginia,1164,17,2733
2021/1/22,Halifax,Virginia,1817,48,2734
2021/1/22,Hampton city,Virginia,6420,59,2735
2021/1/22,Hanover,Virginia,5332,93,2736
2021/1/22,Harrisonburg city,Virginia,5112,57,2737
2021/1/22,Henrico,Virginia,16846,329,2738
2021/1/22,Henry,Virginia,3484,65,2739
2021/1/22,Highland,Virginia,72,0,2740
2021/1/22,Hopewell city,Virginia,1436,12,2741
2021/1/22,Isle of Wight,Virginia,1973,35,2742
2021/1/22,James City,Virginia,3012,37,2743
2021/1/22,King George,Virginia,1052,11,2744
2021/1/22,King William,Virginia,645,5,2745
2021/1/22,King and Queen,Virginia,234,3,2746
2021/1/22,Lancaster,Virginia,496,3,2747
2021/1/22,Lee,Virginia,2023,33,2748
2021/1/22,Lexington city,Virginia,766,15,2749
2021/1/22,Loudoun,Virginia,17809,171,2750
2021/1/22,Louisa,Virginia,1341,11,2751
2021/1/22,Lunenburg,Virginia,529,3,2752
2021/1/22,Lynchburg city,Virginia,5669,66,2753
2021/1/22,Madison,Virginia,416,5,2754
2021/1/22,Manassas Park city,Virginia,1050,8,2755
2021/1/22,Manassas city,Virginia,3500,32,2756
2021/1/22,Martinsville city,Virginia,1277,30,2757
2021/1/22,Mathews,Virginia,400,6,2758
2021/1/22,Mecklenburg,Virginia,1632,43,2759
2021/1/22,Middlesex,Virginia,370,15,2760
2021/1/22,Montgomery,Virginia,5988,56,2761
2021/1/22,Nelson,Virginia,560,5,2762
2021/1/22,New Kent,Virginia,953,7,2763
2021/1/22,Newport News city,Virginia,8517,79,2764
2021/1/22,Norfolk city,Virginia,11715,132,2765
2021/1/22,Northampton,Virginia,582,32,2766
2021/1/22,Northumberland,Virginia,536,12,2767
2021/1/22,Norton city,Virginia,223,2,2768
2021/1/22,Nottoway,Virginia,1570,25,2769
2021/1/22,Orange,Virginia,1390,16,2770
2021/1/22,Page,Virginia,1445,38,2771
2021/1/22,Patrick,Virginia,976,28,2772
2021/1/22,Petersburg city,Virginia,2253,36,2773
2021/1/22,Pittsylvania,Virginia,3754,43,2774
2021/1/22,Poquoson city,Virginia,513,7,2775
2021/1/22,Portsmouth city,Virginia,6028,96,2776
2021/1/22,Powhatan,Virginia,1184,7,2777
2021/1/22,Prince Edward,Virginia,1505,19,2778
2021/1/22,Prince George,Virginia,2291,10,2779
2021/1/22,Prince William,Virginia,32874,283,2780
2021/1/22,Pulaski,Virginia,2038,39,2781
2021/1/22,Radford city,Virginia,1748,9,2782
2021/1/22,Rappahannock,Virginia,231,2,2783
2021/1/22,Richmond,Virginia,1194,6,2784
2021/1/22,Richmond city,Virginia,11778,119,2785
2021/1/22,Roanoke,Virginia,5972,76,2786
2021/1/22,Roanoke city,Virginia,6320,114,2787
2021/1/22,Rockbridge,Virginia,959,22,2788
2021/1/22,Rockingham,Virginia,5219,68,2789
2021/1/22,Russell,Virginia,1872,21,2790
2021/1/22,Salem city,Virginia,1592,32,2791
2021/1/22,Scott,Virginia,1449,40,2792
2021/1/22,Shenandoah,Virginia,3034,86,2793
2021/1/22,Smyth,Virginia,2305,66,2794
2021/1/22,Southampton,Virginia,1622,46,2795
2021/1/22,Spotsylvania,Virginia,6457,76,2796
2021/1/22,Stafford,Virginia,7080,41,2797
2021/1/22,Staunton city,Virginia,2108,49,2798
2021/1/22,Suffolk city,Virginia,5201,103,2799
2021/1/22,Surry,Virginia,299,5,2800
2021/1/22,Sussex,Virginia,876,15,2801
2021/1/22,Tazewell,Virginia,2910,28,2802
2021/1/22,Virginia Beach city,Virginia,23683,193,2803
2021/1/22,Warren,Virginia,1781,36,2804
2021/1/22,Washington,Virginia,3860,68,2805
2021/1/22,Waynesboro city,Virginia,1711,20,2806
2021/1/22,Westmoreland,Virginia,920,14,2807
2021/1/22,Williamsburg city,Virginia,417,8,2808
